province,city,data,AQI,type,month,day
新疆维吾尔自治区,昆玉市,1006.476667,1437.82381,PM2.5,4,6
新疆维吾尔自治区,昆玉市,1065.82,1065.82,PM10,4,6
新疆维吾尔自治区,昆玉市,717.4333333,1024.904762,PM2.5,4,7
新疆维吾尔自治区,喀什地区,657.4829032,939.2612903,PM2.5,4,6
新疆维吾尔自治区,昆玉市,564.15,805.9285714,PM2.5,6,2
新疆维吾尔自治区,阿拉尔市,520.8373077,744.0532967,PM2.5,4,5
新疆维吾尔自治区,昆玉市,689.0633333,689.0633333,PM10,4,7
新疆维吾尔自治区,喀什地区,647.1555847,647.1555847,PM10,4,6
新疆维吾尔自治区,昆玉市,624.36,624.36,PM10,6,2
新疆维吾尔自治区,图木舒克市,489.3683333,492.9122222,PM2.5,4,6
新疆维吾尔自治区,昆玉市,472.3166667,481.5444444,PM2.5,7,27
新疆维吾尔自治区,和田地区,447.383315,464.92221,PM2.5,4,6
新疆维吾尔自治区,昆玉市,551.3733333,451.3733333,PM10,7,27
新疆维吾尔自治区,巴音郭楞蒙古自治州,406.4652851,437.6435234,PM2.5,10,18
新疆维吾尔自治区,昆玉市,396.3133333,430.8755556,PM2.5,5,22
新疆维吾尔自治区,和田地区,373.4542883,415.6361922,PM2.5,7,27
新疆维吾尔自治区,阿克苏地区,372.962415,415.3082767,PM2.5,4,5
新疆维吾尔自治区,昆玉市,366.72,411.1466667,PM2.5,8,23
新疆维吾尔自治区,昆玉市,354.0833333,402.7222222,PM2.5,7,12
新疆维吾尔自治区,石河子市,354.025,402.6833333,PM2.5,1,11
新疆维吾尔自治区,阿拉尔市,352.6173077,401.7448718,PM2.5,4,6
新疆维吾尔自治区,昆玉市,499.2133333,399.0166667,PM10,5,22
新疆维吾尔自治区,昆玉市,341.52,391.52,PM2.5,6,3
新疆维吾尔自治区,昆玉市,336.4333333,386.4333333,PM2.5,4,8
新疆维吾尔自治区,图木舒克市,332.1116667,382.1116667,PM2.5,12,2
新疆维吾尔自治区,图木舒克市,485.18,381.475,PM10,4,6
新疆维吾尔自治区,喀什地区,310.3331653,360.3331653,PM2.5,4,7
新疆维吾尔自治区,阿克苏地区,303.3711449,353.3711449,PM2.5,4,6
新疆维吾尔自治区,石河子市,294.48,344.48,PM2.5,1,10
新疆维吾尔自治区,昆玉市,293.9533333,343.9533333,PM2.5,8,24
新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,293.6323934,343.6323934,PM2.5,4,6
新疆维吾尔自治区,图木舒克市,292.6666667,342.6666667,PM2.5,4,3
新疆维吾尔自治区,和田地区,454.1332966,342.6666208,PM10,4,6
新疆维吾尔自治区,昆玉市,291.7333333,341.7333333,PM2.5,5,4
新疆维吾尔自治区,图木舒克市,288.595,338.595,PM2.5,4,5
新疆维吾尔自治区,昆玉市,287.86,337.86,PM2.5,5,9
新疆维吾尔自治区,昆玉市,284.3466667,334.3466667,PM2.5,7,26
新疆维吾尔自治区,昆玉市,281.65,331.65,PM2.5,5,25
新疆维吾尔自治区,阿拉尔市,442.0353846,327.5442308,PM10,4,5
新疆维吾尔自治区,昆玉市,276.5866667,326.5866667,PM2.5,4,4
新疆维吾尔自治区,和田地区,276.2057484,326.2057484,PM2.5,5,22
新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,275.6255738,325.6255738,PM2.5,4,7
新疆维吾尔自治区,和田地区,275.5098714,325.5098714,PM2.5,7,26
新疆维吾尔自治区,昆玉市,271.4366667,321.4366667,PM2.5,9,7
新疆维吾尔自治区,图木舒克市,270.88,320.88,PM2.5,4,8
新疆维吾尔自治区,昆玉市,270.8466667,320.8466667,PM2.5,7,18
新疆维吾尔自治区,昆玉市,266.56,316.56,PM2.5,9,27
新疆维吾尔自治区,昆玉市,427.9966667,309.9958333,PM10,8,23
新疆维吾尔自治区,石河子市,421.795,302.24375,PM10,1,11
新疆维吾尔自治区,图木舒克市,248.2383333,298.2383333,PM2.5,4,12
