province,city,data,AQI,type,month,day
江苏省,徐州市,237.2614583,287.2614583,PM2.5,1,21
江苏省,徐州市,214.729375,264.729375,PM2.5,1,18
江苏省,镇江市,212.4825,262.4825,PM2.5,1,1
江苏省,徐州市,210.5820833,260.5820833,PM2.5,1,19
江苏省,徐州市,207.9375,257.9375,PM2.5,1,20
江苏省,镇江市,207.855625,257.855625,PM2.5,1,19
江苏省,南京市,206.27,256.27,PM2.5,1,20
江苏省,徐州市,204.7766667,254.7766667,PM2.5,1,16
江苏省,南京市,203.763,253.763,PM2.5,1,19
江苏省,镇江市,201.96,251.96,PM2.5,1,20
江苏省,宿迁市,201.95,251.95,PM2.5,1,20
江苏省,南京市,198.445,248.445,PM2.5,1,1
江苏省,连云港市,197.8667742,247.8667742,PM2.5,1,20
江苏省,徐州市,197.529375,247.529375,PM2.5,1,1
江苏省,扬州市,197.1762069,247.1762069,PM2.5,11,30
江苏省,常州市,195.8005556,245.8005556,PM2.5,1,19
江苏省,徐州市,195.645,245.645,PM2.5,1,17
江苏省,宿迁市,192.0624324,242.0624324,PM2.5,1,21
江苏省,淮安市,191.1308889,241.1308889,PM2.5,1,20
江苏省,常州市,190.1494444,240.1494444,PM2.5,1,20
江苏省,徐州市,188.8402083,238.8402083,PM2.5,1,29
江苏省,无锡市,188.8195,238.8195,PM2.5,1,19
江苏省,无锡市,186.84,236.84,PM2.5,1,31
江苏省,苏州市,186.7905,236.7905,PM2.5,1,31
江苏省,泰州市,186.6634783,236.6634783,PM2.5,11,30
江苏省,无锡市,185.566,235.566,PM2.5,1,30
江苏省,泰州市,185.1091304,235.1091304,PM2.5,1,20
江苏省,扬州市,185.0644828,235.0644828,PM2.5,1,20
江苏省,徐州市,184.968125,234.968125,PM2.5,12,22
江苏省,泰州市,184.1778261,234.1778261,PM2.5,1,30
江苏省,盐城市,183.3188235,233.3188235,PM2.5,1,20
江苏省,常州市,182.7538889,232.7538889,PM2.5,1,30
江苏省,镇江市,181.425,231.425,PM2.5,11,30
江苏省,宿迁市,181.2437838,231.2437838,PM2.5,1,1
江苏省,常州市,180.6333333,230.6333333,PM2.5,1,1
江苏省,宿迁市,179.7016216,229.7016216,PM2.5,1,29
江苏省,镇江市,177.74625,227.74625,PM2.5,1,30
江苏省,连云港市,177.4070968,227.4070968,PM2.5,1,21
江苏省,南通市,176.8702703,226.8702703,PM2.5,1,30
江苏省,徐州市,175.375625,225.375625,PM2.5,1,22
江苏省,苏州市,174.75225,224.75225,PM2.5,1,30
江苏省,宿迁市,174.3675676,224.3675676,PM2.5,1,19
江苏省,宿迁市,171.402973,221.402973,PM2.5,1,18
江苏省,南京市,171.3166667,221.3166667,PM2.5,11,30
江苏省,扬州市,171.1389655,221.1389655,PM2.5,1,1
江苏省,扬州市,169.9041379,219.9041379,PM2.5,1,19
江苏省,镇江市,169.656875,219.656875,PM2.5,1,29
江苏省,南京市,168.926,218.926,PM2.5,1,29
江苏省,常州市,168.0394444,218.0394444,PM2.5,1,31
江苏省,徐州市,166.5139583,216.5139583,PM2.5,1,15
