province,city,data,AQI,type,month,day
湖南省,湘潭市,213.9345455,263.9345455,PM2.5,12,1
湖南省,湘潭市,181.4440909,231.4440909,PM2.5,12,23
湖南省,衡阳市,179.7452941,229.7452941,PM2.5,12,23
湖南省,株洲市,178.1038462,228.1038462,PM2.5,12,23
湖南省,长沙市,177.0022,227.0022,PM2.5,12,1
湖南省,长沙市,175.3218,225.3218,PM2.5,12,23
湖南省,株洲市,172.9732692,222.9732692,PM2.5,1,20
湖南省,郴州市,172.8125556,222.8125556,PM2.5,12,23
湖南省,长沙市,171.7982,221.7982,PM2.5,1,19
湖南省,株洲市,171.4161538,221.4161538,PM2.5,1,19
湖南省,湘潭市,170.0054545,220.0054545,PM2.5,1,19
湖南省,湘潭市,165.1390909,215.1390909,PM2.5,12,2
湖南省,岳阳市,163.4789706,213.4789706,PM2.5,12,23
湖南省,岳阳市,163.2064706,213.2064706,PM2.5,12,1
湖南省,衡阳市,163.1119118,213.1119118,PM2.5,1,19
湖南省,株洲市,160.5638462,210.5638462,PM2.5,2,16
湖南省,益阳市,159.3681481,209.3681481,PM2.5,12,1
湖南省,衡阳市,157.5130882,207.5130882,PM2.5,12,1
湖南省,衡阳市,156.4741176,206.4741176,PM2.5,1,20
湖南省,长沙市,155.481,205.481,PM2.5,1,20
湖南省,岳阳市,154.5213235,204.5213235,PM2.5,1,19
湖南省,常德市,154.4594048,204.4594048,PM2.5,12,1
湖南省,岳阳市,153.5027941,203.5027941,PM2.5,12,22
湖南省,永州市,149.3273404,199.0390578,PM2.5,12,23
湖南省,长沙市,148.5304,197.9005714,PM2.5,2,16
湖南省,娄底市,148.4822857,197.8318367,PM2.5,12,1
湖南省,衡阳市,144.1508824,191.6441176,PM2.5,2,16
湖南省,邵阳市,144.1261053,191.6087218,PM2.5,1,19
湖南省,湘潭市,142.3081818,189.0116883,PM2.5,2,16
湖南省,湘潭市,141.6127273,188.0181818,PM2.5,12,22
湖南省,益阳市,139.6285185,185.1835979,PM2.5,12,22
湖南省,益阳市,137.9864815,182.8378307,PM2.5,12,2
湖南省,邵阳市,136.2454737,180.3506767,PM2.5,1,20
湖南省,常德市,134.709881,178.1569728,PM2.5,12,15
湖南省,永州市,134.3578723,177.6541033,PM2.5,1,19
湖南省,常德市,132.645119,175.2073129,PM2.5,12,22
湖南省,长沙市,132.2788,174.684,PM2.5,12,2
湖南省,常德市,132.0788095,174.3982993,PM2.5,2,16
湖南省,岳阳市,132.0682353,174.3831933,PM2.5,1,20
湖南省,湘潭市,131.8995455,174.1422078,PM2.5,12,15
湖南省,常德市,131.165119,173.0930272,PM2.5,12,2
湖南省,长沙市,130.5394,172.1991429,PM2.5,12,22
湖南省,永州市,130.3008511,171.8583587,PM2.5,2,16
湖南省,永州市,129.9698936,171.3855623,PM2.5,1,20
湖南省,常德市,128.0022619,168.5746599,PM2.5,11,30
湖南省,郴州市,127.8615556,168.3736508,PM2.5,2,16
湖南省,邵阳市,127.3329474,167.6184962,PM2.5,2,16
湖南省,湘潭市,282.3686364,166.1843182,PM10,4,16
湖南省,湘潭市,281.46,165.73,PM10,12,1
湖南省,湘潭市,125.27,164.6714286,PM2.5,2,11
