province,city,data,AQI,type,month,day
广东,韶关,129.9471429,171.3530612,PM2.5,12,23
广东,佛山,128.4206667,169.172381,PM2.5,1,18
广东,清远,127.096,167.28,PM2.5,12,23
广东,茂名,116.8,152.5714286,PM2.5,2,16
广东,韶关,114.5836905,149.4796131,PM2.5,2,16
广东,佛山,112.5966667,146.9958333,PM2.5,1,19
广东,清远,112.3316471,146.6645588,PM2.5,2,16
广东,佛山,112.25,146.5625,PM2.5,1,20
广东,韶关,110.0021429,143.7526786,PM2.5,1,21
广东,中山,109.3888889,142.9861111,PM2.5,1,17
广东,肇庆,109.2595588,142.8244485,PM2.5,12,23
广东,清远,107.94,141.175,PM2.5,1,21
广东,肇庆,107.8548529,141.0685662,PM2.5,1,21
广东,肇庆,106.72,139.65,PM2.5,1,20
广东,中山,106.3166667,139.1458333,PM2.5,1,22
广东,东莞,104.3611111,136.7013889,PM2.5,1,22
广东,云浮,104.0639394,136.3299242,PM2.5,1,20
广东,韶关,102.1691667,133.9614583,PM2.5,1,3
广东,广州,100.7348276,132.1685345,PM2.5,1,20
广东,佛山,99.96,131.2,PM2.5,12,23
广东,阳江,99.31818182,130.3977273,PM2.5,1,19
广东,珠海,99.18333333,130.2291667,PM2.5,1,22
广东,佛山,98.804,129.755,PM2.5,1,22
广东,阳江,98.1669697,128.9587121,PM2.5,1,23
广东,佛山,135.7173333,127.8586667,NO2,1,18
广东,佛山,97.24133333,127.8016667,PM2.5,1,17
广东,广州,96.98482759,127.4810345,PM2.5,1,21
广东,河源,96.85712121,127.3214015,PM2.5,12,23
广东,佛山,96.84333333,127.3041667,PM2.5,1,2
广东,广州,96.56034483,126.950431,PM2.5,1,22
广东,江门,96.36595238,126.7074405,PM2.5,1,19
广东,清远,96.21764706,126.5220588,PM2.5,1,19
广东,云浮,96.02393939,126.2799242,PM2.5,12,23
广东,江门,95.8047619,126.0059524,PM2.5,1,22
广东,清远,95.538,125.6725,PM2.5,1,20
广东,佛山,95.37666667,125.4708333,PM2.5,1,3
广东,云浮,95.06393939,125.0799242,PM2.5,1,19
广东,韶关,94.53535714,124.4191964,PM2.5,1,20
广东,东莞,94.08777778,123.8597222,PM2.5,1,17
广东,广州,93.87965517,123.599569,PM2.5,12,23
广东,云浮,93.56333333,123.2041667,PM2.5,1,3
广东,广州,93.47862069,123.0982759,PM2.5,2,16
广东,深圳,93.4,123,PM2.5,1,22
广东,韶关,93.17547619,122.7193452,PM2.5,1,19
广东,云浮,92.56393939,121.9549242,PM2.5,1,2
广东,珠海,92.225,121.53125,PM2.5,1,17
广东,江门,92.19738095,121.4967262,PM2.5,1,23
广东,肇庆,91.95617647,121.1952206,PM2.5,1,2
广东,云浮,91.65757576,120.8219697,PM2.5,1,23
广东,江门,91.45261905,120.5657738,PM2.5,12,23
