province,city,data,AQI,type,month,day
贵州,贵阳,111.9917647,146.2397059,PM2.5,12,23
贵州,遵义,107.9211594,141.1514493,PM2.5,2,16
贵州,安顺,101.9336585,133.6670732,PM2.5,12,23
贵州,遵义,101.5331884,133.1664855,PM2.5,12,23
贵州,铜仁,99.72765432,130.9095679,PM2.5,12,15
贵州,铜仁,96.72962963,127.162037,PM2.5,2,16
贵州,黔西南,93.74520548,123.4315068,PM2.5,12,23
贵州,黔南,93.59435897,123.2429487,PM2.5,12,23
贵州,遵义,93.49289855,123.1161232,PM2.5,12,15
贵州,六盘水,93.39043478,122.9880435,PM2.5,12,23
贵州,毕节,92.52252101,121.9031513,PM2.5,12,23
贵州,黔东南,91.75755725,120.9469466,PM2.5,12,23
贵州,黔东南,91.34442748,120.4305344,PM2.5,12,15
贵州,遵义,89.08724638,117.609058,PM2.5,12,22
贵州,贵阳,86.03882353,113.7985294,PM2.5,12,22
贵州,贵阳,84.72764706,112.1595588,PM2.5,2,16
贵州,铜仁,84.61592593,112.0199074,PM2.5,12,23
贵州,黔东南,83.44175573,110.5521947,PM2.5,1,30
贵州,毕节,79.81756303,106.0219538,PM2.5,2,18
贵州,毕节,79.7702521,105.9628151,PM2.5,2,16
贵州,铜仁,79.56950617,105.7118827,PM2.5,12,1
贵州,黔东南,79.31717557,105.3964695,PM2.5,2,16
贵州,黔东南,78.47427481,104.3428435,PM2.5,2,10
贵州,铜仁,77.76,103.45,PM2.5,2,15
贵州,遵义,77.25876812,102.8234601,PM2.5,1,15
贵州,黔南,76.23307692,101.5413462,PM2.5,2,10
贵州,贵阳,76.115,101.39375,PM2.5,12,15
贵州,黔东南,75.79236641,100.990458,PM2.5,12,1
贵州,贵阳,75.785,100.98125,PM2.5,2,7
贵州,安顺,75.28926829,100.3615854,PM2.5,12,22
贵州,黔东南,74.86068702,99.82585878,PM2.5,12,22
贵州,铜仁,74.70555556,99.63194444,PM2.5,12,22
贵州,黔南,74.13598291,98.91997863,PM2.5,1,30
贵州,铜仁,73.49555556,98.11944444,PM2.5,12,2
贵州,黔南,72.28683761,96.60854701,PM2.5,12,22
贵州,遵义,71.94297101,96.17871377,PM2.5,2,18
贵州,贵阳,71.74764706,95.93455882,PM2.5,2,1
贵州,贵阳,71.59411765,95.74264706,PM2.5,2,10
贵州,毕节,71.40529412,95.50661765,PM2.5,1,15
贵州,毕节,71.18697479,95.23371849,PM2.5,1,17
贵州,贵阳,70.68117647,94.60147059,PM2.5,2,18
贵州,铜仁,70.65950617,94.57438272,PM2.5,2,10
贵州,贵阳,70.65558824,94.56948529,PM2.5,2,13
贵州,黔南,70.51393162,94.39241453,PM2.5,12,15
贵州,贵阳,70.31823529,94.14779412,PM2.5,2,12
贵州,铜仁,70.2337037,94.04212963,PM2.5,1,30
贵州,贵阳,70.19794118,93.99742647,PM2.5,1,30
贵州,安顺,70.13804878,93.92256098,PM2.5,2,16
贵州,遵义,69.94217391,93.67771739,PM2.5,1,14
贵州,黔西南,69.84205479,93.55256849,PM2.5,2,16
