province,city,data,AQI,type,month,day
西藏自治区,拉萨市,161.6389062,101.4899148,O3,6,27
西藏自治区,日喀则市,159.7702273,99.80852273,O3,6,27
西藏自治区,日喀则市,159.003649,99.16970749,O3,7,7
西藏自治区,日喀则市,158.6689899,98.89082492,O3,7,9
西藏自治区,日喀则市,157.9318561,98.27654672,O3,7,8
西藏自治区,昌都市,152.5244748,93.77039566,O3,4,4
西藏自治区,拉萨市,151.7235937,93.10299479,O3,6,26
西藏自治区,昌都市,151.3592857,92.79940476,O3,6,26
西藏自治区,拉萨市,149.4760156,91.23001302,O3,7,9
西藏自治区,昌都市,148.2179832,90.18165266,O3,9,18
西藏自治区,昌都市,147.0197479,89.18312325,O3,9,19
西藏自治区,日喀则市,146.6343939,88.86199495,O3,6,28
西藏自治区,拉萨市,146.520625,88.7671875,O3,7,8
西藏自治区,昌都市,146.4218277,88.68485644,O3,6,27
西藏自治区,拉萨市,146.3989063,88.66575521,O3,7,7
西藏自治区,日喀则市,144.0045076,86.67042298,O3,4,3
西藏自治区,拉萨市,143.6883594,86.40696615,O3,6,28
西藏自治区,拉萨市,143.37125,86.14270833,O3,9,19
西藏自治区,拉萨市,143.3434375,86.11953125,O3,4,3
西藏自治区,日喀则市,142.4385985,85.36549874,O3,9,20
西藏自治区,阿里地区,141.2828659,84.40238825,O3,6,28
西藏自治区,林芝市,140.9073425,84.0894521,O3,4,4
西藏自治区,昌都市,140.247521,83.53960084,O3,6,25
西藏自治区,山南市,139.2148266,82.67902216,O3,4,4
西藏自治区,那曲市,139.0674447,82.55620394,O3,6,28
西藏自治区,日喀则市,136.3319318,80.27660985,O3,6,26
西藏自治区,日喀则市,136.2366162,80.19718013,O3,3,28
西藏自治区,拉萨市,134.7292969,78.94108073,O3,9,18
西藏自治区,拉萨市,134.6039844,78.83665365,O3,7,10
西藏自治区,昌都市,134.5133403,78.76111695,O3,9,20
西藏自治区,拉萨市,134.4797656,78.73313802,O3,9,20
西藏自治区,林芝市,134.4660039,78.72166995,O3,9,18
西藏自治区,山南市,134.3091908,78.59099229,O3,6,26
西藏自治区,拉萨市,133.814375,78.17864583,O3,4,4
西藏自治区,山南市,133.1683526,77.64029383,O3,9,18
西藏自治区,昌都市,132.7310714,77.27589286,O3,7,8
西藏自治区,拉萨市,132.7120312,77.26002604,O3,4,15
西藏自治区,昌都市,132.5234874,77.10290616,O3,4,28
西藏自治区,山南市,131.5542197,76.29518304,O3,9,19
西藏自治区,昌都市,131.2213655,76.01780462,O3,7,7
西藏自治区,昌都市,130.9915336,75.82627801,O3,6,21
西藏自治区,昌都市,130.3016807,75.25140056,O3,6,22
西藏自治区,昌都市,130.0547479,75.04562325,O3,6,23
西藏自治区,昌都市,129.9271639,74.93930322,O3,7,6
西藏自治区,日喀则市,129.8957702,74.91314184,O3,9,19
西藏自治区,那曲市,129.6218791,74.68489922,O3,4,3
西藏自治区,拉萨市,129.62125,74.684375,O3,8,20
西藏自治区,林芝市,129.5718701,74.64322507,O3,4,5
西藏自治区,阿里地区,129.5008645,74.58405378,O3,6,29
西藏自治区,昌都市,129.2913655,74.40947129,O3,6,28
